organization_id,reimbursement_id,date_sent_to_client,date_of_client_approval,date_of_send_to_peakone,date_of_member_payment
168,1045387756178453205,2021-11-29,2021-11-29,2021-11-29,2021-12-07
168,1045388516488272564,2021-11-29,2021-11-29,2021-11-29,2021-12-07
194,1041053610355060450,2021-11-29,2021-11-29,2021-11-29,2021-12-07
194,1044631707905995247,2021-11-29,2021-11-29,2021-11-29,2021-12-07
194,1045023658852292427,2021-11-29,2021-11-29,2021-11-29,2021-12-07
194,1045364208138882841,2021-11-29,2021-11-29,2021-11-29,2021-12-07
194,1032331176735199981,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1032331911412063565,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1032332956237641156,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1032334417371616797,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1032378002866326220,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1037019296313918125,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1037020444010518194,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1038562680501300000,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1038563888089576701,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1038565547385447724,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1039986338341065238,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1040307798651042834,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1040676686369629611,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1040691744735884682,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1040692329684840450,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1042106359899969200,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1043185587958840017,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1044641377540855986,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1044642664102865227,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1047256440214068055,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1047591972987354890,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
194,1047603367883621042,2021-12-01,2021-12-01,2021-12-22,payroll - 12/22
30,1047175899058835158,2021-12-06,2021-12-06,2021-12-06,2021-12-07
70,1025880250158317192,2021-12-06,2021-12-06,2021-12-07,2021-12-07
70,1048715568401207948,2021-12-06,2021-12-06,2021-12-07,2021-12-07
168,1026904860296330352,2021-12-06,2021-12-06,2021-12-06,2021-12-14
168,1026906827996670246,2021-12-06,2021-12-06,2021-12-06,2021-12-14
168,1038567977769596775,2021-12-06,2021-12-06,2021-12-06,2021-12-14
168,1040294300877698021,2021-12-06,2021-12-06,2021-12-06,2021-12-14
168,1044635185350793750,2021-12-06,2021-12-06,2021-12-06,2021-12-14
168,1045383756876471440,2021-12-06,2021-12-06,2021-12-06,2021-12-14
168,1045424572708904075,2021-12-06,2021-12-06,2021-12-06,2021-12-14
168,1048281937226389577,2021-12-06,2021-12-06,2021-12-06,2021-12-14
168,1048283065885566199,2021-12-06,2021-12-06,2021-12-06,2021-12-14
168,1048283293298302999,2021-12-06,2021-12-06,2021-12-06,2021-12-14
175,1047259685446574215,2021-12-06,2021-12-06,2021-12-06,2021-12-07
194,1031987682247152788,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1032441757908624320,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1038504270926516144,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1047161171955739682,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1047162138709988849,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1047163073473941277,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1047169396034297006,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1047170021208793062,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1047174826297508857,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1047181663449721191,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1047219068077862837,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1048718417368116974,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1048718688204886623,2021-12-06,2021-12-06,2021-12-06,2021-12-14
194,1048718878076137531,2021-12-06,2021-12-06,2021-12-06,2021-12-14
39,1044632463369430950,2021-12-13,2021-12-13,2021-12-13,2021-12-22
70,1049750423663985935,2021-12-13,2021-12-13,2021-12-13,2021-12-22
70,1051263691312374813,2021-12-13,2021-12-13,2021-12-13,2021-12-22
70,1051263949768532833,2021-12-13,2021-12-13,2021-12-13,2021-12-22
112,1050791234734825695,2021-12-13,2022-02-18,2022-02-18,payroll - 2/18
151,1050074045907510607,2021-12-13,2021-12-17,2021-12-17,2021-12-22
151,1050074557629010709,2021-12-13,2021-12-17,2021-12-17,2021-12-22
175,1050181880359470661,2021-12-13,2021-12-13,2021-12-13,2021-12-22
194,1042921234188320803,2021-12-13,2021-12-13,2021-12-13,2021-12-22
194,1050172969668462558,2021-12-13,2021-12-13,2021-12-13,2021-12-22
194,1050173414980672341,2021-12-13,2021-12-13,2021-12-13,2021-12-22
194,1050173735604279091,2021-12-13,2021-12-13,2021-12-13,2021-12-22
194,1050795061477495183,2021-12-13,2021-12-13,2021-12-13,2021-12-22
215,1048717418688976617,2021-12-13,2021-12-13,2021-12-13,2021-12-22
30,1050789041082343101,2021-12-20,2022-01-03,2022-02-02,2022-02-03
30,1052607277914675121,2021-12-20,2022-01-03,2022-02-02,2022-02-03
70,1029761925678315258,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1052619473490780323,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1052619730630026823,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1052628624950818714,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1052662425765347233,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1052666747585800319,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1052705561450900251,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1052711583467874941,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1052981094082917301,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1053722862866951224,2021-12-20,2021-12-20,2021-12-20,2021-12-27
70,1053766783812060693,2021-12-20,2021-12-20,2021-12-20,2021-12-27
168,1047535160326497262,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1047535540512634657,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1047536044160427530,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1047536263319650354,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1050070883109292431,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1052262727204065801,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1052349663496249476,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1052350322208145916,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1052350968146814501,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1052352235530829148,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1052357070469821757,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1052605196835079148,2021-12-20,2021-12-21,2021-12-21,2021-12-29
168,1053330198087486418,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1025521815029364803,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1047534095957922719,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1047614590391169159,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1047616801404584630,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1049751456463742735,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050185432015968614,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050541672317405651,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050543441701252145,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050543683154092777,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050543916038765809,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050544207472447074,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050544440476601559,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050545591431276747,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050546092970408384,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050546350513608221,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1050546641897371708,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1051261633961225819,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1052268211456207478,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1052355799388366082,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1052616680215232068,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1052620601398504895,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1052623135701644204,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1053001226668512294,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1053331251961933920,2021-12-20,2021-12-21,2021-12-21,2021-12-29
194,1053434770334614785,2021-12-20,2021-12-21,2021-12-21,2021-12-29
70,1054813058097426581,2021-12-27,2021-12-27,2022-01-20,2022-01-20
70,1044636253756361849,2021-12-27,2021-12-27,2022-03-02,2022-03-03
70,1054797507497476957,2021-12-27,2021-12-27,2022-03-02,2022-03-03
168,1054821853363951263,2021-12-27,2021-12-27,2022-01-13,2022-01-13
168,1055499617249606814,2021-12-27,2021-12-27,2022-01-13,2022-01-13
168,1055500258135874524,2021-12-27,2021-12-27,2022-01-13,2022-01-13
168,1055500595153548540,2021-12-27,2021-12-27,2022-01-13,2022-01-13
168,1053721813997005819,2021-12-27,2021-12-27,2022-02-02,2022-02-03
175,1054811897432606167,2021-12-27,2021-12-28,2022-01-19,2022-01-20
184,1045057146615593825,2021-12-27,2022-02-03,2022-03-10,2022-03-14
185,1054795760667605974,2021-12-27,2021-12-27,2022-03-02,2022-03-03
194,1054791702203294651,2021-12-27,2021-12-28,No member banking,
194,1055501705535515332,2021-12-27,2021-12-28,2022-02-09,2022-02-10
194,1055513147120297422,2021-12-27,2021-12-28,2022-01-13,2022-01-13
194,1055516300717939519,2021-12-27,2021-12-28,2022-02-09,2022-02-10
30,1060216527479846150,2022-01-06,2022-01-18,2022-03-02,2022-03-03
30,1060217420332846255,2022-01-06,2022-01-18,2022-03-02,2022-03-03
30,1060219311014014547,2022-01-06,2022-01-18,2022-03-02,2022-03-03
30,1060302415911631465,2022-01-06,2022-01-18,2022-02-02,2022-02-03
39,1048619010031621996,2022-01-06,2022-01-07,2022-01-13,2022-01-13
70,1057339548422340326,2022-01-06,2022-01-06,2022-01-20,2022-01-25
70,1057781144504723715,2022-01-06,2022-01-06,2022-01-20,2022-01-25
70,1057781824223729069,2022-01-06,2022-01-06,2022-01-20,2022-01-25
70,1057782247119599694,2022-01-06,2022-01-06,2022-01-20,2022-01-25
70,1059956549231079645,2022-01-06,2022-01-06,2022-01-20,2022-01-25
70,1059957129771406217,2022-01-06,2022-01-06,2022-01-20,2022-01-25
70,1059960695124388708,2022-01-06,2022-01-06,2022-02-16,2022-02-17
70,1059961105492466453,2022-01-06,2022-01-06,2022-02-16,2022-02-17
70,1060320279704216453,2022-01-06,2022-01-06,2022-02-16,2022-02-17
108,1060597476361104258,2022-01-06,2022-01-06,2022-01-13,2022-01-13
168,1057338870357619475,2022-01-06,2022-01-06,2022-01-13,2022-01-13
168,1058114470727341111,2022-01-06,2022-01-06,2022-01-13,2022-01-13
168,1059958275541298690,2022-01-06,2022-01-06,2022-01-13,2022-01-13
168,1061039070007190071,2022-01-06,2022-01-06,2022-01-13,2022-01-13
168,1060586995652230409,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
168,1058446058905743233,2022-01-06,2022-01-06,2022-02-09,2022-02-10
168,1057316039004820859,2022-01-06,2022-01-06,2022-02-24,2022-02-25
170,1053768524518069222,2022-01-06,2022-01-11,2022-02-02,payroll - 1/31
175,1050183230721428524,2022-01-06,2022-01-06,2022-01-19,2022-01-20
184,1045057424414154299,2022-01-06,2022-02-03,2022-03-02,2022-03-03
187,1052269912787569564,2022-01-06,2022-01-07,2022-01-25,2022-01-25
187,1052270123079151649,2022-01-06,2022-01-07,2022-01-25,2022-01-25
187,1054814513313968453,2022-01-06,2022-01-07,2022-01-25,payroll - 1/25
194,1045021601326826336,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1047173858630740753,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1048280609994438005,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1049748361438952436,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1050179796240120767,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1050180878700652890,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1050538864672596737,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1051153945241883670,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1051262593487678556,2022-01-06,2022-01-06,2022-02-16,2022-02-17
194,1051265333914968219,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1052238407469055972,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1052239727513902353,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1052978812638676313,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1053333018131109345,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1053333674878582055,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1054790556919567030,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1055509636605418902,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1057329585604623738,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1057331407514049795,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1057335806593572854,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1057358392059028925,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1057671277043841491,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1057674397397798775,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1057675205524175090,2022-01-06,2022-01-06,2022-02-02,payroll - 1/31
194,1057776828926849040,2022-01-06,2022-01-06,2022-01-20,2022-01-21
194,1057778455054641472,2022-01-06,2022-01-06,2022-01-19,2022-01-20
194,1058426774212032180,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1058427470142003127,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1058427910311799383,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1058493238988367491,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1058493463847985393,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1060221216585048575,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1060225753125189069,2022-01-06,2022-01-06,2022-01-19,2022-01-20
194,1060225947892387345,2022-01-06,2022-01-06,2022-01-19,2022-01-20
194,1060226649124464117,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1060227543605879553,2022-01-06,2022-01-06,2022-01-13,2022-01-13
194,1060239974742189372,2022-01-06,2022-01-06,2022-02-16,2022-02-17
194,1060305031522293896,2022-01-06,2022-01-06,2022-01-13,2022-01-13
39,1052612463975285525,2022-01-10,2022-01-10,2022-02-09,2022-02-10
168,1058044094728935602,2022-01-10,2022-01-11,2022-01-13,2022-01-13
168,1060215554816398585,2022-01-10,2022-01-11,2022-01-13,2022-01-13
194,1044993589877292532,2022-01-10,2022-01-18,2022-02-16,2022-02-17
194,1060954407849487699,2022-01-10,2022-01-18,2022-02-09,2022-02-10
215,1057338321195995391,2022-01-10,2022-01-10,2023-02-01,2023-02-01
61,1060949974545321301,2022-01-14,2022-01-14,2022-02-02,payroll - 1/21
61,1060960447379840658,2022-01-14,2022-01-14,2022-02-02,payroll - 1/21
61,1062503793343935609,2022-01-14,2022-01-14,2022-02-02,payroll - 1/21
30,1060219577992737521,2022-01-18,2022-01-18,2022-03-02,2022-03-03
70,1057344141032124797,2022-01-18,2022-01-18,2022-01-20,2022-01-25
70,1057344368404823671,2022-01-18,2022-01-18,2022-01-20,2022-01-25
70,1057344611864638523,2022-01-18,2022-01-18,2022-01-20,2022-01-25
70,1062420701809395448,2022-01-18,2022-01-18,2022-01-20,2022-01-25
70,1063503038964224760,2022-01-18,2022-01-18,2022-01-20,2022-01-25
70,1063178940830114739,2022-01-18,2022-01-18,2022-02-16,2022-02-17
70,1063179208129291930,2022-01-18,2022-01-18,2022-02-16,2022-02-17
70,1063499997259200602,2022-01-18,2022-01-18,2022-02-24,2022-02-25
108,1061302718126389910,2022-01-18,2022-01-24,2022-01-24,2022-01-25
168,1058445327992508383,2022-01-18,2022-01-18,2022-01-19,2022-01-20
168,1060210465959159412,2022-01-18,2022-01-18,2022-01-19,2022-01-20
168,1062394376773474100,2022-01-18,2022-01-18,2022-01-19,2022-01-20
168,1062407980610950422,2022-01-18,2022-01-18,2022-01-19,2022-01-20
168,1062497042764423234,2022-01-18,2022-01-18,2022-01-19,2022-01-20
168,1062497507374536024,2022-01-18,2022-01-18,2022-01-19,2022-01-20
168,1063568942772142766,2022-01-18,2022-01-18,2022-01-19,2022-01-20
168,1060968301380178712,2022-01-18,2022-01-18,2022-02-02,2022-02-03
168,1060968951984094714,2022-01-18,2022-01-18,2022-02-02,2022-02-03
168,1052976623965328433,2022-01-18,2022-01-18,2022-02-24,2022-02-25
175,1057373896558338804,2022-01-18,2022-01-18,2022-01-19,2022-01-20
194,1052356069727391226,2022-01-18,2022-01-18,2022-02-09,2022-02-10
194,1054785545801776376,2022-01-18,2022-01-18,2022-02-09,2022-02-10
194,1058113101921727508,2022-01-18,2022-01-18,2022-02-09,2022-02-10
194,1058113446333541902,2022-01-18,2022-01-18,2022-02-09,2022-02-10
194,1060305500169980789,2022-01-18,2022-01-18,2022-01-19,2022-01-20
194,1062457421838259076,2022-01-18,2022-01-18,2022-01-19,2022-01-20
194,1062788722069389909,2022-01-18,2022-01-18,2022-01-19,2022-01-20
194,1063146348225889067,2022-01-18,2022-01-18,2022-01-19,2022-01-20
194,1063494088748108203,2022-01-18,2022-01-18,2022-01-19,2022-01-20
194,1063494451408376020,2022-01-18,2022-01-18,2022-01-19,2022-01-20
194,1063496569759539378,2022-01-18,2022-01-18,2022-01-19,2022-01-20
194,1063501039366370312,2022-01-18,2022-01-18,No member banking,
194,1063502162605050811,2022-01-18,2022-01-18,2022-01-19,2022-01-20
194,1063873128965379937,2022-01-18,2022-01-18,2022-01-19,2022-01-20
221,1063906599035604673,2022-01-18,2022-01-18,2022-02-02,payroll - 1/28
231,1063937892481086539,2022-01-18,2022-01-18,2022-01-19,2022-01-20
30,1050790104123292217,2022-01-24,2022-01-26,2022-03-02,2022-03-03
30,1052292354401127549,2022-01-24,2022-01-26,2022-02-02,2022-02-03
70,1062458642848628639,2022-01-24,2022-01-24,2022-01-24,2022-01-25
108,1065650819754142050,2022-01-24,2022-01-24,2022-01-24,2022-01-25
112,1065735153155856286,2022-01-24,2022-02-18,2022-03-02,payroll - 2/18
168,1066095268138203763,2022-01-24,2022-01-25,2022-02-02,2022-02-03
194,1060953586869608060,2022-01-24,2022-01-25,2022-01-25,2022-01-25
194,1065282155992656951,2022-01-24,2022-01-25,2022-01-25,2022-01-25
194,1065282463663804116,2022-01-24,2022-01-25,2022-01-25,2022-01-25
194,1065297534479314259,2022-01-24,2022-01-25,2022-02-08,2022-02-10
194,1065307309285987515,2022-01-24,2022-01-25,2022-01-25,2022-01-25
194,1065646768669377447,2022-01-24,2022-01-25,2022-01-25,2022-01-25
194,1065729485321952777,2022-01-24,2022-01-25,2022-02-08,2022-02-10
194,1065752653213497496,2022-01-24,2022-01-25,No member banking,
194,1065753361219044887,2022-01-24,2022-01-25,No member banking,
194,1065753807093444636,2022-01-24,2022-01-25,No member banking,
216,1063571925681409844,2022-01-24,2022-01-26,2022-02-08,2022-02-10
221,1066010193148300276,2022-01-24,2022-01-25,2022-02-03,payroll - 2/11
231,1065726587274625641,2022-01-24,2022-01-24,2022-01-24,2022-01-25
61,1063948176924086396,2022-01-28,2022-01-31,2022-02-03,payroll - 2/4
61,1065296623134621908,2022-01-28,2022-01-31,2022-02-03,payroll - 2/4
61,1066013714060447173,2022-01-28,2022-01-31,2022-02-03,payroll - 2/4
30,1067523673320163923,2022-01-31,2022-02-02,2022-02-02,2022-02-03
70,1066445956250118231,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1067466052334725819,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1067470522918452484,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1067471215853823194,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1068617487128370479,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1068618023867366544,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1068618379941495399,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1068618765082266976,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1068619074332926658,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1068619276931761272,2022-01-31,2022-01-31,2022-02-02,2022-02-03
70,1068897045170701592,2022-01-31,2022-01-31,2022-02-16,2022-02-17
149,1068622799721879602,2022-01-31,2022-02-01,2022-02-16,payroll - 2/15
151,1067565038426976264,2022-01-31,2022-02-23,2022-02-23,2022-02-25
151,1067565070854208971,2022-01-31,2022-02-23,2022-02-23,2022-02-25
168,1066447022106615743,2022-01-31,2022-02-01,2022-02-02,2022-02-03
168,1068185037755656696,2022-01-31,2022-02-01,2022-02-02,2022-02-03
168,1068185402737119713,2022-01-31,2022-02-01,2022-02-02,2022-02-03
168,1068188107932504287,2022-01-31,2022-02-01,2022-02-02,2022-02-03
168,1068189041649803443,2022-01-31,2022-02-01,2022-02-02,2022-02-03
168,1068189908505641762,2022-01-31,2022-02-01,2022-02-02,2022-02-03
168,1068190389124138067,2022-01-31,2022-02-01,2022-02-02,2022-02-03
168,1068190980028545605,2022-01-31,2022-02-01,2022-02-02,2022-02-03
184,1062858805533650517,2022-01-31,2022-02-03,2022-02-22,2022-02-23
194,1058495477887659085,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1058495781605843946,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1058496070370006001,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1058496271939785236,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1061041089811222971,2022-01-31,2022-02-01,2022-02-16,2022-02-17
194,1061333865411726611,2022-01-31,2022-02-01,No member banking,
194,1067481029941165400,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1067481902167129643,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1067504152191308900,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1067518382193385126,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1067894650083094599,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1068287721835561335,2022-01-31,2022-02-01,No member banking,
194,1068550617213765688,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1068551110774493350,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1068551315691846671,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1068551556991641786,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1068552143102752929,2022-01-31,2022-02-01,2022-02-02,2022-02-03
216,1068227410526309205,2022-01-31,2022-02-02,2022-02-08,2022-02-10
252,1067474726535717397,2022-01-31,2022-02-02,2022-02-02,2022-02-03
263,1067467223424882632,2022-01-31,2022-02-01,2022-02-02,2022-02-03
231,1067464643135998639,2022-01-31,2022-02-01,2022-02-02,2022-02-03
231,1067465442122304024,2022-01-31,2022-02-01,2022-02-02,2022-02-03
231,1068546731341812446,2022-01-31,2022-02-01,2022-02-02,2022-02-03
194,1032324293025182181,2022-02-01,2022-02-01,2022-03-02,payroll - 2/28
194,1052263804291689204,2022-02-01,2022-02-01,2022-03-02,payroll - 2/28
194,1057735809138946168,2022-02-01,2022-02-01,2022-03-02,payroll - 2/28
194,1063576621860858921,2022-02-01,2022-02-01,2022-03-02,payroll - 2/28
194,1063577031797826635,2022-02-01,2022-02-01,2022-03-02,payroll - 2/28
194,1063577462187144419,2022-02-01,2022-02-01,2022-03-02,payroll - 2/28
30,1060219745670102321,2022-02-07,2022-02-07,2022-03-02,2022-03-03
30,1060219926060636764,2022-02-07,2022-02-07,2022-03-02,2022-03-03
39,1070456249134963848,2022-02-07,2022-02-07,2022-02-08,2022-02-10
70,1069676543506408418,2022-02-07,2022-02-07,2022-02-08,2022-02-10
70,1070031418948996737,2022-02-07,2022-02-07,2022-02-08,2022-02-10
70,1070035634734640665,2022-02-07,2022-02-07,2022-02-08,2022-02-10
149,1070362333398812564,2022-02-07,2022-02-07,2022-02-16,payroll - 2/15
168,1070093061628038316,2022-02-07,2022-02-07,No member banking,
175,1061043424247247314,2022-02-07,2022-02-07,2022-02-08,2022-02-10
187,1044644767006402941,2022-02-07,2022-08-02,2022-09-15,payroll - 7/29
187,1052244765698557410,2022-02-07,2022-02-17,2022-03-23,2022-03-24
187,1052245643813406803,2022-02-07,2022-02-17,2022-03-23,2022-03-24
187,1052245903000012371,2022-02-07,2022-02-17,2022-03-23,2022-03-24
194,1062419717742903342,2022-02-07,2022-02-07,2022-02-08,2022-02-10
194,1069677996773760087,2022-02-07,2022-02-07,2022-02-08,2022-02-10
194,1069679500690593241,2022-02-07,2022-02-07,2022-02-08,2022-02-10
215,1070032721767589876,2022-02-07,2022-02-22,2023-02-01,2023-02-01
248,1063908436635646179,2022-02-07,2022-02-08,2022-03-16,payroll - 3/15
248,1065716761963210488,2022-02-07,2022-02-08,2022-03-16,payroll - 3/15
61,1067817742105511058,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1067893537547938701,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1068183646334165338,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1068553180929430172,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1069674323375072184,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1070025155141327839,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1070358841878692805,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1070459205864232476,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1070459585622316555,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1070734479374744738,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
61,1071086145641240121,2022-02-11,2022-02-25,2022-03-02,payroll - 2/18
30,1074018173869850237,2022-02-14,2022-02-22,2022-02-22,2022-02-23
70,1071547815905727688,2022-02-14,2022-02-14,2022-02-16,2022-02-17
70,1073267904188233905,2022-02-14,2022-02-14,2022-02-16,2022-02-17
70,1073268235241377046,2022-02-14,2022-02-14,2022-02-16,2022-02-17
70,1073268584118020334,2022-02-14,2022-02-14,2022-02-16,2022-02-17
70,1073292169200782054,2022-02-14,2022-02-14,2022-02-16,2022-02-17
149,1070834898852792099,2022-02-14,2022-02-14,2022-03-03,payroll - 2/28
149,1071112709284429746,2022-02-14,2022-02-14,2022-03-03,payroll - 2/28
149,1073255777352791877,2022-02-14,2022-02-14,2022-03-03,payroll - 2/28
168,1070721568147953662,2022-02-14,2022-02-22,2022-02-22,2022-02-23
168,1070722334339609189,2022-02-14,2022-02-22,2022-02-22,2022-02-23
